ACC.NO.	AUTHOR	TITLE	ISBN	PUBLISHER	YEAR OF PUB.	PAGES	COST	BILL NO.	Category	SubCategory	Class no	Book no.
3350	Majumdar R.C.	International Mathematics Olympiad	81-89255-43-6	MTG Books	2010	98	50		Reference	History	900	MTG-I
3351	-	International Mathematics Olympiad-5	81-89255-44-4	MTG Books	2010	81	50		Reference	G.K.	1	MTG-I
3352	-	International Mathematics Olympiad-6	81-89255-45-0	MTG Books	2010	122	50		Reference	G.K.	1	MTG-I
3353	-	International Mathematics Olympiad-7	81-89255-46-0	MTG Books	2010	110	50		Reference	G.K.	1	MTG-I
3354	-	International Mathematics Olympiad-8	81-89255-47-9	MTG Books	2010	117	50		Reference	G.K.	1	MTG-I
3355	-	International Mathematics Olympiad-9	81-89255-48-7	MTG Books	2010	90	50		Reference	G.K.	1	MTG-I
3356	-	National Science Olympiad workbook-3	81-89255-65-7	MTG Books	2010	101	50		Reference	G.K.	1	MTG-N
3357	-	National Science Olympiad workbook-4	81-89255-66-5	MTG Books	2010	89	50		Reference	G.K.	1	MTG-N
3358	-	National Science Olympiad workbook-5	81-89255-67-3	MTG Books	2010	92	50		Reference	G.K.	1	MTG-N
3359	-	National Science Olympiad workbook-6	81-89255-68-1	MTG Books	2010	100	50		Reference	G.K.	1	MTG-N
3360	-	National Science Olympiad workbook-8	81-89255-70-3	MTG Books	2010	125	50		Reference	G.K.	1	MTG-N
3361	-	National Science Olympiad workbook-9	81-89255-71-1	MTG Books	2010	129	50		Reference	G.K.	1	MTG-N
3362	-	National Science Olympiad workbook-10	81-89255-72-x	MTG Books	2010	117	50		Reference	G.K.	1	MTG-N
3363	"Malgrande, M.P."	Lands and People-1	0-7172-802-4-1	Scholastic	2005	119	1000		Reference	G.K.	1	MAL-L
3364	"Malgrande, M.P."	Lands and People-2	0-7172-8024-1	Scholastic	2005	119	1000		Reference	Geography	910	MAL-L
3365	"Malgrande, M.P."	Lands and People-4	07172-8024-1	Scholastic	2005	119	1000		Reference	Geography	910	MAL-L
3366	"Malgrande, M.P."	Lands and People-5	0-7172-8024-1	Scholastic	2005	119	1000		Reference	Geography	910	MAL-L
3367	"Malgrande, M.P."	Lands and People-6	0-7172-8024-1	Scholastic	2005	119	1000		Reference	Geography	910	MAL-L
3368	_	Collins dictionary Geography	0-00716595-1	Harper Collins	2004	416	245		Reference	Geography	910	HAR-C
3369	"Newson,Joyce E."	Natural disasters	81-303-0023-0	Shloka Pub.	2004	31	100		Reference		910	NEW-N
3370	"Bradley,Catherine"	World Ecology	1-85434-696-2	Two can pub.	2002	122	100		Reference		910	BRA-W
3371	"Harris, Nicholas"	Encyclopedia of Geography	81-86830-34-0	Pentagon Press	2003	64	245		Reference		910	HAR-E
3372	"Moore,Eva"	Read and learn Bible	0-439-65126-3	Scholastic	2005	491	525		Reference		220	MOO-R
3373	"Mukherjee,Rudrangshu"	Great speeches of Modern India	978-81-8400-016-6	Random House	2007	452	500		Reference		900	MUK-G
3374	"Menon,Ramesh"	Srimad Bhagavad Gita	_	Rupa & co.	2007	517	500		Reference		294.5233	MEN-S
3375	"Dua,Shyam"	Ten Sikh Gurus	81-304-0068-5	Tiny Tot Pub.	2005	204	175		Reference		294.6	DUA-T
3376	"Barnes, Julia"	101 Facts about -Desert	_	Shloka Pub.	2004	32	90		Reference	Geography	910	BAR-O
3377	"Barnes, Julia"	101 Facts about -Desert	_	Shloka Pub.	2004	32	90		Reference	Geography	910	BAR-O
3378	"Barnes, Julia"	101 Facts about -Oceans	_	Shloka Pub.	2004	32	90		Reference	Geography	910	BAR-O
3379	"Barnes, Julia"	101 Facts about -Oceans	_	Shloka Pub.	2004	32	90		Reference	Geography	910	BAR-O
3380	"Barnes, Julia"	101 Facts about -Lakes	_	Shloka Pub.	2004	32	90		Reference	Geography	910	BAR-O
3381	"Barnes, Julia"	101 Facts about -Lakes	_	Shloka Pub.	2004	32	90		Reference	Geography	910	BAR-O
3382	"Barnes, Julia"	101 Facts about -Rivers	_	Shloka Pub.	2004	32	90		Reference	Geography	910	BAR-O
3383	"Barnes, Julia"	101 Facts about -Rivers	_	Shloka Pub.	2004	32	90		Reference	Geography	910	BAR-O
3384	"Barnes, Julia"	101 Facts about -Rivers	_	Shloka Pub.	2004	32	90		Reference	Geography	910	BAR-O
3385	"Barnes, Julia"	101 Facts about -Mountains	_	Shloka Pub.	2004	32	90		Reference	Geography	910	BAR-O
3386	"Bunnett, R.B."	Physical Geography in diagram	81-317-0356-8	Pearson Ed.	2006	263	140		Reference	Geography	910	BUN-P
3387	"Long, Goh Ching"	Human and Economic Geography	0-19-582816-x	Oxford U.Press	1982	662	450		Reference	Geography	910	LEO-H
3388	"Long, Goh Ching"	Human and Economic Geography	0-19-582816-x	Oxford U.Press	1982	662	450		Reference	Geography	910	LEO-H
3389	"Long, Douglas"	Library in a book global warming	81-7649-961-7	Viva Books	2005	_	_		Reference	Geography	910	LON-L
3390	_	"Bhajann,Lokgeet or Aartiyan"	81-288-0340-9	Diamond Pocket Books	2003	204	95		Reference		294.5	DIA-B
3391	"Vaid,Vaneeta"	Tell me about Hinduism	81-7676-037-4	Nita Mehta	2007	92	200		Reference		294.5	VAI-T
3392	"Dua,Shyam"	Sai Baba	81-304-0297-1	Tiny Tot Pub.	2008	160	150		Reference		294.5	DUA-S
3393	"Bahadur,Om lata"	The book of Hindu Festivals ceremonies	81-7476-163-2	UBSPD	2006	262	185		Reference		294.5	BAH-B
3394	"Pruthi,Raj Kumar"	An introduction to the Upanishads	81-7476-564-2	UBSPD	2006	190	195		Reference		294.59218	BRU-I
3395	"Mittal,Mahendra"	Hinduoan ki teen deviyan	81-8133-359-4	Manoj Pub.	_	48	120		Reference		294.5	MIT-H
3396	"Shastri,Shyamsundar"	Baal Ramayan	81-7573-641-0	Tiny Tot Pub.	2004	203	150		Reference		294.5	SHA-B
3397	"Basu,Jharna"	Best of Tagore	81-7655-333-6	Scholastic	2006	88	65		Reference	Fiction	823.08	BAS-B
3398	"Aggarwal,Giriraj Sharan"	Vad Vivad Pratiyogita Paksh aur vipaksh	81-288-0202-x	Diamond Pocket Books	2003	184	60		Hindi	Essays	8H4	AGR-V
3399	"Prabhakar,Vishnu"	Yadi Mai Tanashah Bana	_	Sasta Sahitya	1999	103	10		Reference		920	PRA-Y
3400	"Hriday,Vyathit"	Nana Saheb	_	Vigyan Pragati Prakashan	2003	64	100		Reference		920	HRI-N
3401	Nagendra	Hindi Sahitya ka Itihaas	_	National Publication House	1973	791	500			Hindi Sahitya	8H0	NAG-H
3402	"Sharma, Srinivas"	Hindi Sahitya ka Itihaas	_	Ashok Prakshan	2004	752	100			Hindi Sahitya	8H0	SHA-H
3403	"Prakash,Ram"	Manak Hindi Saranchna avam prayog	_	Sanmarg Prakashan	2000	112	100			Hindi Sahitya	8H0	PRA-M
3404	"Kaushik,Jai Narayan"	Sahitya mein varnit inderprastha	_	Nagari Pracharani	2002	316	75			Hindi Sahitya	8H0	KAU-S
3405	"Chatursen,Acharya"	Aalamgir	81-7145-176-4	Sanmarg Prakashan	2004	224	200			Hindi Sahitya	8H0	CHA-A
3406	"Chaudhary,M.P."	Bharat mein uch shiksha aur samasyein	_	Vikrant Prakshan	2003	103	125			Hindi Sahitya	8H0	CHA-B
3407	"Krishnamurty,J."	Shiksha Samvad	_	Krishnamurthy Foundey	1998	144	75			Hindi Sahitya	8H0	KRI-S
3408	"Chaudhary,Lalsingh"	Ramcharitmanas mein prachep	81-7882-038-2	Surender Kumar & Sons	_	_	_			Hindi Sahitya	8H0	CHA-R
3409	Dhoomketu	Rajay Kranti	81-7882-023-4	Surender Kumar & Sons	2002	224	200			Hindi Sahitya	8H0	DHU-R
3410	"Modi,Urmila"	Sanskrit Sahitya Ki Kahani	81-7124-236-7	Vishwavidhalayan Prakshan	1999	146	50			Hindi Sahitya	8H0	MOD-S
3411	"Chaudhary,Tejpal"	Bhasha aur Bhasa Vigyan	_	Vikas Prakshan	2002	344	350			Hindi Sahitya	8H0	CHA-B
3412		Vivekanand Sahitya Sanchyan	_	Ramkrishan Math	2004	404	70			Hindi Sahitya	8H0	VIS-V
3413	"Aacharya,Kapildev Dwivedi"	Prod Rachnanuvad Komudi	81-7124-318-5	Vishwavidhalayan Prakshan	2004	440	100			Hindi Sahitya	8H0	DWI-P
3414	"Vidyalankar,Wagishwar"	Kaalidas aur uski kavya kala	_	Motilal Banarsidas	_	257	70			Hindi Sahitya	8H0	VID-K
3415	"Shastri,Ramchandra Verma"	Kumar Sambhav	81-8133-324-1	Manoj Publications	2005	308	100			Hindi Sahitya	8H0	SHA-K
3416	"Singh,Karna"	Sanskrit Shiksha Vidhi	81-89442-00-7	H.P. Bhargav	2005	379	125			Hindi Sahitya	8H0	SIN-S
3417	"Shukla,Aacharya Ramchandra"	Hindi Sahitya ka Itihaas	_	Ashok Prakshan	2005	448	60			Hindi Sahitya	8H1	SHU-H
3418	"Pant,Sumitranandan"	Pallav	81-267-0355-5	Raj Kamal Private	2002	156	150			Hindi Sahitya	8H0	PAN-P
3419	"Nath,Rakesh"	Hindi Bhashi Pichade Kyon	81-7987-057-x	Vishh Vijay Private	_	152	75			Hindi Sahitya	8H0	NAT-H
3420	"Singh,Kishore"	Bharatiya Sanskriti	81-7457-259-7	Vinod Pustak Private	_	440	100			Hindi Sahitya	8H0	SIN-B
3421	"Sharma,Ram Vilas"	Bhasha aur Samaj	81-267-0532-9	Raj Kamal Prakshan	2002	463	175			Hindi Sahitya	8H0	SHA-B
3422	"Dwivedi,Kapildev"	Rachanuvad Komudi	81-7124-86-0	Vishwavidhalayan Prakshan	2002	272	50			Hindi Sahitya	8H0	DWI-R
3423	"Tondon,Pooranchand"	Vastunisth Hindi	81-88125-27-x	Jagat Ram & Sons	2003	304	280			Hindi Sahitya	8H0	TAN-V
3424		Hariyanvi lok sahitya mein jeevan darshan	_	Sukriti Prakshan	_	_	_			Hindi Sahitya	8H0	SUK-H
3425	"Dinkar,Ramdhari Singh"	Sanskriti ke char adhyay	81-85341-05-2	Lok Bharati Prakshan	2002	698	200			Hindi Sahitya	8H0	DIN-S
3426	"Pendharkar,Sharadchandra"	Banjare Bahurupiye shabad	81-87164-95-6	Vishwavidhalayan Prakshan	-	168	55			Hindi Sahitya	8H0	PEN-B
3427	"Agrawal,Rajesh"	Zamin se asman tak	81-7621-132-x	Full Circle	2006	152	95		Self-Help	Hindi	150H	AGA-Z
3428	"Marden,Swet"	Chinta Mukat kaise ho	_	Amit Pocket Books	-	117	50		Self-Help	Hindi	150H	MAR-C
3429	"Nadar,Ramdas"	Jiyo toh aiso jiyo	_	Kumar Prakshan	2001	88	75		Self-Help	Hindi	150H	NAD-J
3430	"Krishnamurty,J."	Schoolo ke naam patra	_	Krishnamurthy Foundey	1998	114	60		Self-Help	Hindi	150H	KRI-S
3431	"Sharma,Rajeev"	Mahan logo ki vaani	978-81-8133-341-4	Manoj Publications	2007	243	80		Self-Help	Hindi	150H	SHA-M
3432	"Marden,Swet"	Hasente-Hasente Kaisey Jiye	81-7182-582-6	Diamond Pocket Books	2002	120	40		Self-Help	Hindi	150H	MAR-H
3433	"Aggarwal,Radharaman"	Samblo Jeet ke liye	81-7145-173-x	Sanmarg Prakashan	2002	125	100		Self-Help	Hindi	150H	AGA-S
3434	"Hari,Viyogi"	Rahim ke subodh dohey	81-7309081-5	Sasta Sahitya Mandal	2003	64	15		Self-Help	Hindi	150H	HAR-R
3435	"Sharma,Harivansh Rai"	Lokokiti Kosh	81-7028-009-5	Rajpal Prakshan	2003	239	175		Self-Help	Hindi	150H	SHA-L
3436	"Chatursen,Acharya"	Dharam Ke Naam Par	_	Sanmarg Prakashan	2004	264	250		Self-Help	Hindi	150H	CHA-D
3437	"Tiwari,Rajeev"	Mahan logo ki Amrit Vaani	_	Manoj Pocket Books	-	247	100		Self-Help	Hindi	150H	TIW-M
3438	"Eyer,A.S."	Subhasith Sangrah	81-7201-348-5	Sahitya Academy	1993	192	75		Self-Help	Hindi	150H	AYE-S
3439	"Pai,Anant"	Samran Shakti Kaisey Badaye	81-7182-751-9	Diamond Pocket Books	2002	90	40		Self-Help	Hindi	150H	PAI-S
3440	"Kheda,Shiv"	Jine ke Ussul	81-7621-127-3	Full Circle	2003	134	95		Self-Help	Hindi	150H	KHE-J
3441	"Morden,Swet"	Saflata ke sopan	81-7182-323-8	Diamond Pocket Books	2004	112	50		Self-Help	Hindi	150H	MOR-S
3442	"Bhaktvatsal,Swami"	Sarvotam Sukti Kosh		Sadhna Publication	2004	236	60		Self-Help	Hindi	150H	BHA-S
3443	"Mordan,Orisan Swet"	Sankalp Shakti ke Chamatkar	81-7604-239-0	Raja Pocket Books	2003	121	50		Self-Help	Hindi	150H	LAR-S
3444	"Soni,Ved Prakash"	Vyaktitav Vikas	81-9016704-9	Sanmarg Sahitya	2004	144	175		Self-Help	Hindi	150H	SON-V
3445	"Chopra,Krishna"	Apka Jivan aplke haaton mein	81-7621-038-2	Full Circle	2002	306	125		Self-Help	Hindi	150H	CHO-A
3446	"Chaudhary,Vishwaroop Rai"	Asambhav Sambhav	81-288-0336-0	Fusion Books	2004	175	95		Self-Help	Hindi	150H	CHA-A
3447	"Saluja,Chunnilal"	Bachhon ki Partibha kaise Ubhare	81-223-0091-x	Pustak Mandal	2004	123	60		Self-Help	Hindi	150H	SAL-B
3448	"Krishnamurty,J."	Shiksha aur jivan ka tatpray		Krishnamurthy Foundation	2005	99	60		Self-Help	Hindi	150H	KRI-S
3449	"Saraswati,Aanand Swami"	Yeh Dhan kiska hain		Vijay K. Gobind	2005	228	24		Self-Help	Hindi	150H	SAR-Y
3450	"Jain,Yashpal"	Safalta Ki Kunji		Sasta Sahitya Mandal	1999	34	8		Self-Help	Hindi	150H	JAI-S
3451	Omkarnath	Anmol Ratna		Vijay K. Gobind Ram	2003	147	15		Self-Help	Hindi	150H	ONK-A
3452	"Sharma,Ashok Dutt"	Hand writing apke vaikatitav ka darpan	81-7604-043-6	Raja Pocket Books	2002	181	50		Self-Help	Hindi	150H	SHA-H
3453	"Vidrohi,Jagdish"	Rashtriya Ekta ke Mahan Marag Darshak		Sadhna Publication	2004	128	40		Self-Help	Hindi	150H	VID-R
3454	Omkarnath	Adhyatmik Sukti Sudha		Vijay Kumar Gobindram	2000	160	14		Self-Help	Hindi	150H	OMR-A
3455	"Soni,Ved Prakash"	Atam Vishwas Ki Kunji	81-88539-08-2	Akshar Mala	2004	144	175		Self-Help	Hindi	150H	SON-A
3456	"Gupt,Ramashankar"	Sukti Sagar		Uttar Pradesh Hindi Sansdhan	2004	871	165		Self-Help	Hindi	150H	GUP-S
3457	"Soni,Ved Prakash"	Jo Chahe So Kesey Paye	81-88606-02-2	Ishaan Publication	2004	144	150		Self-Help	Hindi	150H	SON-J
3458	"Gupta,M.K."	Tanav Mukt Kaisey Rahey	81-223-0088-x	Pustak Mandal	2001	112	48		Self-Help	Hindi	150H	GUP-T
3459	"Morden,Swet"	Hasente-Hasente Kaisey Jiye	81-7182-582-6	Diamond Pocket Books	2004	120	50		Self-Help	Hindi	150H	MOR-H
3460	"Jain,Yashpal"	Apargirah aur anasakti	81-7309-041-6	Sasta Sahitya Mandal	1998	56	10		Self-Help	Hindi	150H	JAI-A
3461	"Yadav,Harish"	Samran Shakti Kaisey Badaye		Manoj Pocket Books	-	132	50		Self-Help	Hindi	150H	YAD-S
3462	"Gandhi,Mohandas K"	Anasakti Yog	81-7309-008-4	Sasta Sahitya Mandal	2002	176	45		Self-Help	Hindi	150H	GEN-A
3463	"Prabhakar,Vishnu"	Gandhi Akhyan Mala	6381-7309-095-5	Sasta Sahitya Mala	2005	320	95		Self-Help	Hindi	150H	ERA-G
3464	"Verma,Varun"	Chatropayogi Muhavare Va Lakokitiya	81-85244-62-6	Hindi Book Centre	2001	152	130		Self-Help	Hindi	150H	VER-C
3465	"Chopra,Deepak"	Safalta ke saat adhyatmik niyam	81-7621-032-3	Full Circle	2004	100	95		Self-Help	Hindi	150H	CHO-S
3466	"Morden,Swet"	Chinta Chodo Sukh Se Jiyon	81-7182-679-2	Diamoond Books	2004	124	50		Self-Help	Hindi	150H	MOR-C
3467	"Mand,Jas"	Jeevan mein anand	81-288-0339-5	Fusion Books	2003	194	95		Self-Help	Hindi	150H	MAN-J
3468	"Morden,Swet"	Unnati Ki Raahey	81-7182-858-2	Diamond Books	2004	124	50		Self-Help	Hindi	150H	MOR-U
3469	"Soni,Ved Prakash"	Baagon Nahin Bhagya ko Badlo	81-901678-2-0	Jan Sahitya	2004	159	175		Self-Help	Hindi	150H	SON-B
3470		Bachhon ko bigadane se kaise rockey		Pustak Mandal	-	-	_		Self-Help	Hindi	150H	PUS-B
3471	"Morden,Swet"	Safalta Ke Path Par		Amit Pustak Books	-	120	45		Self-Help	Hindi	150H	MOR-S
3472	"Saluja,Chunnilal"	Bachhoo ko dabupan se kaisey bachhaye	81-223-0647-0	Pustak Mahal	2005	139	60		Self-Help	Hindi	150H	SAL-B
3473	"Shastri,Dharmpal"	Padai ki karamath	81-7016-584-9	Kitab Ghar	2003	92	60		Self-Help	Hindi	150H	SHA-P
3474	"Sharma,P.D."	Bindu mein sandhu		Navneet Publications	-	64	15		Self-Help	Hindi	150H	SHA-B
3475	"Gupt,Manjeet Sen"	School Shiksha mein karyanunbhav		NCERT	1987	31	175		Self-Help	Hindi	150H	GUP-S
3476	"Morden,Swet"	Atam Vishwas Kaisey Badhay		Amit Pocket Books	-	124	50		Self-Help	Hindi	150H	MOR-A
3477	"Saxena,Gopal"	Choraha	81-8102-015-4	Chetan Sahitya Mandir	2004	88	100		Self-Help	Hindi	150H	SAX-C
3478	"Soni,Ved Prakash"	Jab Tum Jago Tabhi Savera	81-901672-0-0	Baal Sahitya Sadan	2004	144	175		Self-Help	Hindi	150H	SON-J
3479	"Bhatia,Sudarshan"	Kaisey Baney safal akarshak grahini	81-901578-1-7	Gramodhay Prakshan	2004	168	200		Self-Help	Hindi	150H	BHA-K
3480	"Krishnamurty,J."	Sukhi Wahi jo kuch nahin		Krishanmurty Foundation	2005	52	20		Self-Help	Hindi	150H	KRI-S
3481	"Tolstoy,Leo"	Jeevan Sadhana		Sasta Sahitya	2001	112	20		Self-Help	Hindi	150H	TOL-J
3482	"Prakash,Chetan"	Mahapurshoon ke 5001 anmol vachan	978-81-8133-340-7	Manoj Publications	2007	217	80		Self-Help	Hindi	150H	PRA-M
3483	"Dogra,Surendra"	Safal Vakta aur wak praveen kaisey bane	81-223-0015-4	Pustak Mahal	2003	133	60		Self-Help	Hindi	150H	DOG-S
3484	"Soni,Ved Prakash"	Apki Safalta apke haath		Janjagran Sahitya	2003	144	175		Self-Help	Hindi	150H	SON-A
3485	"Tolstoy,Leo"	Dharam aur Sadachar		Sasta Sahitya Mandal	2002	115	20		Self-Help	Hindi	150H	TOL-D
3486	Gurudutt	Prarabdh Aur Pursharth		Hindi Sahitya Mandal	2002	160	80		Self-Help	Hindi	150H	GUR-P
3487	"Prabhakar,Vishnu"	Tyag Hirday ki Virti Hain		Sasta Sahitya Mandal	1999	98	10		Self-Help	Hindi	150H	PRA-T
3488	"Jain,Yashpal"	Atam Vishwash aur Abhay	81-7309-037-8	Sasta Sahitya Mandal	1999	56	10		Self-Help	Hindi	150H	JAI-A
3489	"Kumar,Anand"	Atam Vishwash Vikas	81-7028-355-8	Rajpal Prakshan	2001	256	60		Self-Help	Hindi	150H	KUM-A
3490	"Vishhvakarma,Mahadev Ram"	Dhyan Mein Mun		Krishanmurty Foundation	2002	20	10		Self-Help	Hindi	150H	VIS-D
3491	Savyasachi	Pawan Prasung		Navodyay Sahitya	1998	90	10		Self-Help	Hindi	150H	SAV-P
3492	"Verma,Varun"	Chatropayogi Muhavare Va Lakokitiya	81-85244-62-4	Hindi Book Centre	2003	152	80		Self-Help	Hindi	150H	VER-C
3493	"Kalam, Abdul A.P.J."	Bharat 2020 Navnirman Ki Roop Rekha	81-7028-469-4	Rajpal	2006	304	125		Self-Help	Hindi	150H	KAL-B
3494	"Prakash,Priyadarshi"	Lok Priya Kaise Bane		Manoj Pocket Books	-	128	60		Self-Help	Hindi	150H	PRA-L
3495	"Sharma,Ganga Prasad"	Gyan Ganga	81-7900-039-7	M.N. Publications	2004	192	200		Self-Help	Hindi	150H	SHA-G
3496	"Rolan,Roman"	Ram Krishna Paramhans		Lok Bharati Prakshan	-	238	125		Self-Help	Hindi	150H	ROL-R
3497	"Jain,Yashpal"	Aisthay Aur Atam Santosh	81-7309-035-1	Sasta Sahitya Mandal	1998	56	10		Hindi	General Books	900	JAI-A
3498	"Nehru,Jawaharlal"	Hindustan Ki Kahani	81-7309-114-5	Sasta Sahitya Mandal	2004	803	200		Hindi	General Books	4H0	NEH-H
3499	"Gupta,R.A."	1400 se adhik lokokityan	81-223-0276-9	Pustak Mandal	2003	130	60		Hindi	General Books	613.7046H	GUP-F
3500	"Aatmanand,Akshay"	Yog Bhagay Rog	81-7315-459-7	Popular Books	2003	159	75		Hindi	General Books	613.7046H	ATM-Y
3501	"Gahlot,Shushil"	Yog Dwara Sandharay	81-86098-58-5	Popular Books	2002	86	50		Hindi	General Books	100H	GAH-Y
3502	"Jain,Yashpal"	Gandhi Darshan	81-7309-030-0	Sasta Sahitya	1998	56	10		Hindi	General Books	4H3	JAI-G
3503	"Dixit,Rajesh"	Saral Hindi Prayavachi Shabad Kosh		Saral Prakshan	2001	71	30		Hindi	General Books	330	DIX-S
3504	Indra	Kautilya Aarth Shastra	81-70-28-210-1	Rajpal Prakshan	2000	172	40		Hindi	General Books	500	IND-K
3505	"Sharma,Varun"	Science Ke Practical Games	81-88124-40-0	Vikas Paper Bags	2004	115	80		Hindi	General Books	1	SHA-S
3506	"Vedi,Ramesh"	Sheron Aur Haathiyon Ke Beech	81-237-4321-1	National Book Trust	2004	91	45		Hindi	General Books	915	BED-S
3507	"Pardesi,Anurag"	Utari Dhruv Ki Yatra		Suryoday Prakshan	2004	96	125		Hindi	General Books	500	PAR-U
3508	"Parashar,Reema"	Vaigyanik Anusandhan aur Avishkar	81-8103-003-6	Seema Publishing	2004	164	200		Hindi	General Books	4H3	PAR-V
3509	"Soni,Ved Prakash"	Swapan Vigyan Kosh	81-88594-11-3	Magpai Pub.	-	142	150		Hindi	General Books	510H	SON-S
3510	"Nemani,Kailashnath"	Vaidik Ganit Geeta	81-7182-599-0	Diamond Books	2009	181	75		Hindi	General Books	915.404	NEM-V
3511	"Sharma,Mahesh"	Bharat ke Praytan Sathal	81-7182-768-3	Diamond books	2005	190	75		Hindi	General Books	342.54029	SHA-B
3512	"Sharma,Brajkishore"	Bharat Ka Savidhan	81-203-2891-4	Prentice books	2005	422	175		Hindi	General Books	900	SHA-B
3513	"Premchand,Munshi"	Swadintha Andolan Ki Kahaniyan		Prateek prakashan	2002	167	200		Hindi	General Books	4H3	PRE-S
3514	"Jaggannath,V.R."	Mahak Bal Kosh	81-8137-028-7	Rachna Sagar	2005	124	80		Hindi	General Books	900	JAG-M
3515	"Sharma,Ramcharanlal"	Kala Pani Ka Atehasik Dastavej	81-237-3439-5	National Book Trust	2001	65	25		Hindi	General Books	4H3	SHA-K
3516	"Sharma,Ganga Sahay"	Vishva Muhavara Shabad Kosh	81-85679-24-x	Vishva vijay prakashan	2003	250	70		Hindi	General Books	900	SHA-V
3517	"Maheta,Chandrakant"	Hindi Chodo Andolan	81-237-3554-5	National Book Trust	2001	56	9		Hindi	General Books	915.404	MAH-H
3518	"Sahay,Shivswarup"	Paryatko Ka Desh Bharat		Motilal Banarsidas	-	232	55		Hindi	General Books	1	SAH-P
3519	"Agrawal,Roopkishore"	General Knowledge 2005		Laksmi prakashan	2005	341	40		Hindi	General Books	900	AGA-G
3520	"Oak,Purushotam Nagesh"	Vishva Itihas ke kuch viluput adhyay		Hindi Sahitya sadan	1999	255	50		Hindi	General Books	1	OAK-V
3521	"Agrawal,Mina"	Vichitra Kintu Saatya	81-284-0018-5	Diamond Pocket Books	2002	160	60		Hindi	General Books	1	AGA-V
3522	"Sharma,Sureshchandra"	Bharat Ke Tyohar	81-7043-332-0	Atma Ram & Sons	2003	216	200		Hindi	General Books	500	SHA-B
3523	"Sharma,Rajeev"	Allergy aur Asthma Ka Upchar	81-228-0589-4	Diamond Books	2004	127	60		Hindi	General Books	915.404	SHA-E
3524	"Darshak,Hanshraj"	Bharat Deshatan	81-810-7-011-9	Vishwa Pustak Kendra	2004	192	200		Hindi	General Books	4H3	DAR-B
3525	"Sharma,Vishwamitra"	Sachin Navin Vigyan Vishvakosh	81-7043-282-0	Atma Ram & Sons	2003	76	100		Hindi	General Books	1	SHA-S
3526	"Kapadia,Prem"	Vichitra Kintu Saatya		Gold Books	-	143	40		Hindi	General Books	613.7046	KAP-V
